npi,fraud_score_xgb
1100011409,3.320962832731311e-06
1100011410,3.320962832731311e-06
1100011411,5.160215096111642e-06
1100011412,2.4862163172656437e-06
1100011413,2.6342800083511975e-06
1100011414,2.9351683679124108e-06
1100011415,3.320962832731311e-06
1100011416,7.842542686375964e-07
1100011417,2.2273450213106116e-06
1100011418,1.1160431313328445e-05
1100011419,1.5091260365807102e-06
1100011420,3.320962832731311e-06
1100011421,2.0565639715641737e-06
1100011422,7.316093615372665e-07
1100011423,7.842542686375964e-07
1100011424,1.5730424820503686e-06
1100011425,2.2273450213106116e-06
1100011426,2.0448219402169343e-06
1100011427,7.416975336127507e-07
1100011428,3.2156092402146896e-06
1100011429,7.842542686375964e-07
1100011430,2.2273450213106116e-06
1100011431,7.246211453093565e-07
1100011432,2.26212500820111e-06
1100011433,2.4862163172656437e-06
1100011434,1.273112530952858e-07
1100011435,2.4862163172656437e-06
1100011436,1.7713940678731888e-06
1100011437,8.550761663173034e-07
1100011438,1.8083757140630041e-06
1100011439,3.2156092402146896e-06
1100011440,1.1160431313328445e-05
1100011441,7.965261943354562e-07
1100011442,3.124172053503571e-06
1100011443,9.825183042266872e-06
1100011444,7.842542686375964e-07
1100011445,3.5642750617626007e-07
1100011446,3.320962832731311e-06
1100011447,2.4862163172656437e-06
1100011448,2.4862163172656437e-06
1100011449,6.406394277291838e-07
1100011450,2.2273450213106116e-06
1100011451,2.4862163172656437e-06
1100011452,2.4862163172656437e-06
1100011453,7.842542686375964e-07
1100011454,1.8705045476963278e-06
1100011455,2.26212500820111e-06
1100011456,2.26212500820111e-06
1100011457,2.26212500820111e-06
1100011458,2.26212500820111e-06
1100011459,8.895794962882064e-07
1100011460,1.7071469073925982e-06
1100011461,3.124172053503571e-06
1100011462,2.26212500820111e-06
1100011463,1.8052604673357564e-06
1100011464,9.686277735454496e-07
1100011465,2.4862163172656437e-06
1100011466,7.842542686375964e-07
1100011467,7.842542686375964e-07
1100011468,2.660263135112473e-06
1100011469,2.2443101954650047e-07
1100011470,2.312944388904725e-06
1100011471,2.4862163172656437e-06
1100011472,2.2273450213106116e-06
1100011473,2.4862163172656437e-06
1100011474,2.568280024206615e-06
1100011475,7.842542686375964e-07
1100011476,2.2273450213106116e-06
1100011477,5.4771267059550155e-06
1100011478,7.842542686375964e-07
1100011479,2.0448219402169343e-06
1100011480,2.26212500820111e-06
1100011481,9.229322586179478e-07
1100011482,1.8705045476963278e-06
1100011483,2.0644129961056024e-07
1100011484,2.2273450213106116e-06
1100011485,2.26212500820111e-06
1100011486,2.2273450213106116e-06
1100011487,3.320962832731311e-06
1100011488,3.455979140198906e-06
1100011489,1.7071469073925982e-06
1100011490,2.5501071831968147e-06
1100011491,3.320962832731311e-06
1100011492,7.842542686375964e-07
1100011493,3.0194812552508665e-06
1100011494,7.603638323416817e-07
1100011495,2.26212500820111e-06
1100011496,7.842542686375964e-07
1100011497,7.842542686375964e-07
1100011498,1.5730424820503686e-06
1100011499,2.2273450213106116e-06
1100011500,3.455979140198906e-06
1100011501,2.2273450213106116e-06
1100011502,9.73024611994333e-07
1100011503,2.26212500820111e-06
1100011504,2.4862163172656437e-06
1100011505,3.1560011848341674e-06
1100011506,2.1036680664110463e-06
1100011507,2.2273450213106116e-06
1100011508,7.842542686375964e-07
1100011509,2.2273450213106116e-06
1100011510,1.332266720055486e-06
1100011511,3.1701335956313414e-06
1100011512,1.521390231573605e-06
1100011513,2.2273450213106116e-06
1100011514,2.4862163172656437e-06
1100011515,1.5876389625191223e-07
1100011516,2.4862163172656437e-06
1100011517,7.842542686375964e-07
1100011518,5.154707878318732e-07
1100011519,2.4862163172656437e-06
1100011520,1.3198457509133732e-06
1100011521,7.965261943354562e-07
1100011522,7.842542686375964e-07
1100011523,2.26212500820111e-06
1100011524,0.000599726743530482
1100011525,3.320962832731311e-06
1100011526,2.4395940272370353e-06
1100011527,1.8470452687324723e-06
1100011528,9.237220183422323e-06
1100011529,2.4862163172656437e-06
1100011530,2.2273450213106116e-06
1100011531,3.4163576856371947e-06
1100011532,2.4862163172656437e-06
1100011533,7.842542686375964e-07
1100011534,4.2168730942648835e-06
1100011535,6.929513460818271e-07
1100011536,3.629807849847566e-07
1100011537,1.5730424820503686e-06
1100011538,2.0995571503590327e-06
1100011539,3.320962832731311e-06
1100011540,2.26212500820111e-06
1100011541,2.9351683679124108e-06
1100011542,8.877609758428662e-08
1100011543,2.2273450213106116e-06
1100011544,2.2273450213106116e-06
1100011545,2.4862163172656437e-06
1100011546,2.2273450213106116e-06
1100011547,2.3784718905517366e-06
1100011548,2.3121351659938227e-06
1100011549,2.2273450213106116e-06
1100011550,2.2273450213106116e-06
1100011551,7.842542686375964e-07
1100011552,6.975954534027551e-07
1100011553,5.893005891266512e-06
1100011554,2.964518728276744e-07
1100011555,2.3784718905517366e-06
1100011556,1.8987196881425916e-06
1100011557,8.253796863755269e-07
1100011558,1.2125351531722117e-06
1100011559,3.7543171060860914e-07
1100011560,2.4862163172656437e-06
1100011561,3.320962832731311e-06
1100011562,3.320962832731311e-06
1100011563,2.2273450213106116e-06
1100011564,1.0938100558632868e-06
1100011565,2.4862163172656437e-06
1100011566,1.8987196881425916e-06
1100011567,8.550761663173034e-07
1100011568,7.842542686375964e-07
1100011569,7.842542686375964e-07
1100011570,2.2273450213106116e-06
1100011571,2.2273450213106116e-06
1100011572,2.5501071831968147e-06
1100011573,2.26212500820111e-06
1100011574,3.2156092402146896e-06
1100011575,2.5501071831968147e-06
1100011576,2.2273450213106116e-06
1100011577,7.842542686375964e-07
1100011578,3.41623916710887e-07
1100011579,1.8987196881425916e-06
1100011580,2.26212500820111e-06
1100011581,2.26212500820111e-06
1100011582,8.012811463231628e-07
1100011583,8.791746950009838e-06
1100011584,2.2443101954650047e-07
1100011585,8.352063218808325e-08
1100011586,7.842542686375964e-07
1100011587,2.9351683679124108e-06
1100011588,2.4632363420096226e-06
1100011589,1.961391717486549e-06
1100011590,2.26212500820111e-06
1100011591,9.7694325518205e-08
1100011592,2.4862163172656437e-06
1100011593,2.4862163172656437e-06
1100011594,1.7713940678731888e-06
1100011595,3.320962832731311e-06
1100011596,2.2273450213106116e-06
1100011597,3.507307383188163e-06
1100011598,2.4862163172656437e-06
1100011599,3.991459891494742e-07
1100011600,2.3037580376694677e-06
1100011601,2.4862163172656437e-06
1100011602,2.26212500820111e-06
1100011603,2.2273450213106116e-06
1100011604,3.320962832731311e-06
1100011605,1.8456912584952079e-06
1100011606,4.082432496943511e-06
1100011607,2.26212500820111e-06
1100011608,2.26212500820111e-06
1100011609,3.320962832731311e-06
1100011610,1.1160431313328445e-05
1100011611,2.2273450213106116e-06
1100011612,2.4862163172656437e-06
1100011613,2.26212500820111e-06
1100011614,2.4862163172656437e-06
1100011615,2.26212500820111e-06
1100011616,7.842542686375964e-07
1100011617,2.5135518626484554e-06
1100011618,7.223015359159035e-07
1100011619,1.3314729585545138e-06
1100011620,3.4163576856371947e-06
1100011621,2.4862163172656437e-06
1100011622,3.320962832731311e-06
1100011623,2.26212500820111e-06
1100011624,1.3923248616265482e-06
1100011625,3.320962832731311e-06
1100011626,7.842542686375964e-07
1100011627,2.2273450213106116e-06
1100011628,2.2273450213106116e-06
1100011629,7.349258794420166e-06
1100011630,3.320962832731311e-06
1100011631,2.0995571503590327e-06
1100011632,7.842542686375964e-07
1100011633,2.26212500820111e-06
1100011634,3.320962832731311e-06
1100011635,8.550761663173034e-07
1100011636,9.96926019070088e-07
1100011637,2.2273450213106116e-06
1100011638,2.4862163172656437e-06
1100011639,7.842542686375964e-07
1100011640,3.320962832731311e-06
1100011641,2.4862163172656437e-06
1100011642,3.4469994716346264e-06
1100011643,3.2565340006840415e-06
1100011644,1.0882738024520222e-05
1100011645,2.2273450213106116e-06
1100011646,2.4862163172656437e-06
1100011647,8.550761663173034e-07
1100011648,2.4862163172656437e-06
1100011649,6.643680080742342e-06
1100011650,7.842542686375964e-07
1100011651,7.842542686375964e-07
1100011652,2.2273450213106116e-06
1100011653,2.1226435364951612e-06
1100011654,7.842542686375964e-07
1100011655,7.842542686375964e-07
1100011656,7.842542686375964e-07
1100011657,1.5730424820503686e-06
1100011658,2.2273450213106116e-06
1100011659,2.4862163172656437e-06
1100011660,3.320962832731311e-06
1100011661,2.26212500820111e-06
1100011662,5.412098289525602e-06
1100011663,1.3951971595815849e-06
1100011664,2.26212500820111e-06
1100011665,2.2273450213106116e-06
1100011666,1.4123179425951093e-06
1100011667,3.320962832731311e-06
1100011668,3.320962832731311e-06
1100011669,3.320962832731311e-06
1100011670,2.4862163172656437e-06
1100011671,3.320962832731311e-06
1100011672,2.2273450213106116e-06
1100011673,2.4862163172656437e-06
1100011674,7.842542686375964e-07
1100011675,1.3598200894193724e-06
1100011676,4.991784408048261e-06
1100011677,2.4862163172656437e-06
1100011678,2.26212500820111e-06
1100011679,3.320962832731311e-06
1100011680,7.842542686375964e-07
1100011681,2.2273450213106116e-06
1100011682,1.550025808683131e-05
1100011683,7.842542686375964e-07
1100011684,2.0995571503590327e-06
1100011685,7.842542686375964e-07
1100011686,2.2273450213106116e-06
1100011687,3.320962832731311e-06
1100011688,2.9351683679124108e-06
1100011689,6.1305781855480745e-06
1100011690,3.320962832731311e-06
1100011691,1.8019081835518591e-06
1100011692,2.26212500820111e-06
1100011693,2.4862163172656437e-06
1100011694,2.2273450213106116e-06
1100011695,7.842542686375964e-07
1100011696,3.320962832731311e-06
1100011697,7.842542686375964e-07
1100011698,2.4862163172656437e-06
1100011699,5.586468887486262e-06
1100011700,7.842542686375964e-07
1100011701,3.320962832731311e-06
1100011702,7.842542686375964e-07
1100011703,4.078327037859708e-05
1100011704,2.2273450213106116e-06
1100011705,8.550761663173034e-07
1100011706,2.26212500820111e-06
1100011707,3.320962832731311e-06
1100011708,2.2273450213106116e-06
1100011709,1.0882738024520222e-05
1100011710,2.2273450213106116e-06
1100011711,7.842542686375964e-07
1100011712,3.8799057620053645e-06
1100011713,2.2273450213106116e-06
1100011714,2.4862163172656437e-06
1100011715,2.2273450213106116e-06
1100011716,8.550761663173034e-07
1100011717,2.2273450213106116e-06
1100011718,2.26212500820111e-06
1100011719,1.616619442756928e-06
1100011720,2.26212500820111e-06
1100011721,7.786143214616459e-07
1100011722,2.1379046302172355e-06
1100011723,2.26212500820111e-06
1100011724,2.4862163172656437e-06
1100011725,2.2273450213106116e-06
1100011726,1.0253564823869965e-06
1100011727,1.4803842987021198e-06
1100011728,2.4540474896639353e-06
1100011729,2.26212500820111e-06
1100011730,7.842542686375964e-07
1100011731,2.26212500820111e-06
1100011732,2.26212500820111e-06
1100011733,1.3338724329514662e-06
1100011734,3.320962832731311e-06
1100011735,3.507307383188163e-06
1100011736,2.0448219402169343e-06
1100011737,7.842542686375964e-07
1100011738,2.2273450213106116e-06
1100011739,2.2273450213106116e-06
1100011740,2.26212500820111e-06
1100011741,7.842542686375964e-07
1100011742,2.26212500820111e-06
1100011743,7.842542686375964e-07
1100011744,5.384843007050222e-06
1100011745,2.2273450213106116e-06
1100011746,2.2273450213106116e-06
1100011747,1.5410071227961453e-06
1100011748,2.4862163172656437e-06
1100011749,7.842542686375964e-07
1100011750,1.7713940678731888e-06
1100011751,1.9790500118688215e-06
1100011752,3.320962832731311e-06
1100011753,3.320962832731311e-06
1100011754,2.26212500820111e-06
1100011755,2.2273450213106116e-06
1100011756,7.842542686375964e-07
1100011757,2.4862163172656437e-06
1100011758,7.842542686375964e-07
1100011759,5.444816906674532e-06
1100011760,3.4163576856371947e-06
1100011761,2.2273450213106116e-06
1100011762,5.323082859831629e-06
1100011763,7.842542686375964e-07
1100011764,2.4862163172656437e-06
1100011765,7.603638323416817e-07
1100011766,1.7713940678731888e-06
1100011767,2.2273450213106116e-06
1100011768,7.842542686375964e-07
1100011769,3.320962832731311e-06
1100011770,1.8571574855741346e-06
1100011771,1.0459099257786875e-06
1100011772,2.26212500820111e-06
1100011773,7.842542686375964e-07
1100011774,7.842542686375964e-07
1100011775,2.660263135112473e-06
1100011776,2.26212500820111e-06
1100011777,7.842542686375964e-07
1100011778,7.842542686375964e-07
1100011779,9.008404333599174e-08
1100011780,2.4862163172656437e-06
1100011781,7.842542686375964e-07
1100011782,7.842542686375964e-07
1100011783,2.791810857161181e-06
1100011784,1.0149950639970484e-06
1100011785,1.4123179425951093e-06
1100011786,2.4862163172656437e-06
1100011787,3.320962832731311e-06
1100011788,2.26212500820111e-06
1100011789,2.4862163172656437e-06
1100011790,6.016838142386405e-06
1100011791,2.2273450213106116e-06
1100011792,2.26212500820111e-06
1100011793,3.471113814157434e-06
1100011794,2.4862163172656437e-06
1100011795,9.347488116873137e-07
1100011796,7.842542686375964e-07
1100011797,2.4862163172656437e-06
1100011798,5.425568474493048e-07
1100011799,8.550761663173034e-07
1100011800,7.842542686375964e-07
1100011801,2.2273450213106116e-06
1100011802,7.842542686375964e-07
1100011803,2.2273450213106116e-06
1100011804,1.109883896788233e-06
1100011805,1.8571574855741346e-06
1100011806,7.842542686375964e-07
1100011807,2.491799250492477e-06
1100011808,3.1701335956313414e-06
1100011809,3.507307383188163e-06
1100011810,2.7368699306862254e-07
1100011811,2.1009652755310526e-06
1100011812,7.842542686375964e-07
1100011813,7.842542686375964e-07
1100011814,7.842542686375964e-07
1100011815,2.1599248611892108e-06
1100011816,2.3121351659938227e-06
1100011817,2.26212500820111e-06
1100011818,3.320962832731311e-06
1100011819,2.4862163172656437e-06
1100011820,2.26212500820111e-06
1100011821,5.824444542668061e-06
1100011822,7.349258794420166e-06
1100011823,2.4862163172656437e-06
1100011824,3.124172053503571e-06
1100011825,7.842542686375964e-07
1100011826,2.26212500820111e-06
1100011827,8.550761663173034e-07
1100011828,2.1947191726212623e-06
1100011829,8.718303661225946e-07
1100011830,5.106350727146491e-06
1100011831,2.0995571503590327e-06
1100011832,9.135710570262745e-07
1100011833,2.2273450213106116e-06
1100011834,9.828923452914751e-08
1100011835,7.842542686375964e-07
1100011836,5.965473519609077e-07
1100011837,1.1817778755585095e-07
1100011838,3.320962832731311e-06
1100011839,2.4862163172656437e-06
1100011840,1.8987196881425916e-06
1100011841,7.543676616705852e-08
1100011842,1.8987196881425916e-06
1100011843,3.1447527817363152e-06
1100011844,2.1955484044156037e-06
1100011845,3.320962832731311e-06
1100011846,2.2273450213106116e-06
1100011847,3.507307383188163e-06
1100011848,3.320962832731311e-06
1100011849,2.4862163172656437e-06
1100011850,2.26212500820111e-06
1100011851,1.9790500118688215e-06
1100011852,9.163152299151989e-07
1100011853,2.2273450213106116e-06
1100011854,7.603638323416817e-07
1100011855,1.8571574855741346e-06
1100011856,7.842542686375964e-07
1100011857,7.842542686375964e-07
1100011858,9.312830684393703e-07
1100011859,3.320962832731311e-06
1100011860,1.8987196881425916e-06
1100011861,2.26212500820111e-06
1100011862,9.989150839828653e-07
1100011863,7.842542686375964e-07
1100011864,7.842542686375964e-07
1100011865,7.842542686375964e-07
1100011866,3.320962832731311e-06
1100011867,7.842542686375964e-07
1100011868,2.26212500820111e-06
1100011869,7.842542686375964e-07
1100011870,7.842542686375964e-07
1100011871,2.2273450213106116e-06
1100011872,2.2273450213106116e-06
1100011873,7.842542686375964e-07
1100011874,2.4862163172656437e-06
1100011875,1.1160431313328445e-05
1100011876,2.2273450213106116e-06
1100011877,4.3550685404625256e-06
1100011878,1.8987196881425916e-06
1100011879,3.320962832731311e-06
1100011880,2.4862163172656437e-06
1100011881,2.4862163172656437e-06
1100011882,7.842542686375964e-07
1100011883,2.4862163172656437e-06
1100011884,5.160215096111642e-06
1100011885,2.26212500820111e-06
1100011886,2.360930466238642e-06
1100011887,3.320962832731311e-06
1100011888,2.0995571503590327e-06
1100011889,3.320962832731311e-06
1100011890,2.0644129961056024e-07
1100011891,7.842542686375964e-07
1100011892,3.320962832731311e-06
1100011893,3.570647777451086e-06
1100011894,2.4862163172656437e-06
1100011895,2.26212500820111e-06
1100011896,2.26212500820111e-06
1100011897,5.272028715808119e-07
1100011898,7.842542686375964e-07
1100011899,3.4163576856371947e-06
1100011900,7.842542686375964e-07
1100011901,2.26212500820111e-06
1100011902,3.320962832731311e-06
1100011903,2.4862163172656437e-06
1100011904,1.1344834547344362e-06
1100011905,7.842542686375964e-07
1100011906,2.3784718905517366e-06
1100011907,5.444816906674532e-06
1100011908,1.1160431313328445e-05
1100011909,2.4862163172656437e-06
1100011910,7.842542686375964e-07
1100011911,4.491650543059222e-06
1100011912,2.4862163172656437e-06
1100011913,3.320962832731311e-06
1100011914,1.9790500118688215e-06
1100011915,2.4862163172656437e-06
1100011916,7.842542686375964e-07
1100011917,2.4862163172656437e-06
1100011918,2.1097496301081264e-06
1100011919,5.444816906674532e-06
1100011920,2.4862163172656437e-06
1100011921,2.4862163172656437e-06
1100011922,2.4862163172656437e-06
1100011923,1.5730424820503686e-06
1100011924,1.07877212940366e-06
1100011925,7.842542686375964e-07
1100011926,7.842542686375964e-07
1100011927,9.938685252564028e-06
1100011928,1.4780581523154979e-06
1100011929,3.320962832731311e-06
1100011930,2.4862163172656437e-06
1100011931,7.842542686375964e-07
1100011932,2.0448219402169343e-06
1100011933,1.4994611774454825e-06
1100011934,2.26212500820111e-06
1100011935,2.4862163172656437e-06
1100011936,1.7090852679757518e-06
1100011937,9.229322586179478e-07
1100011938,2.4862163172656437e-06
1100011939,2.3292027435672935e-06
1100011940,7.842542686375964e-07
1100011941,2.26212500820111e-06
1100011942,7.842542686375964e-07
1100011943,3.320962832731311e-06
1100011944,7.842542686375964e-07
1100011945,8.061537073444924e-07
1100011946,3.320962832731311e-06
1100011947,2.2273450213106116e-06
1100011948,2.26212500820111e-06
1100011949,2.4862163172656437e-06
1100011950,1.6697158571332693e-06
1100011951,7.842542686375964e-07
1100011952,5.425568474493048e-07
1100011953,1.3482449503499083e-06
1100011954,3.2611960705253296e-06
1100011955,2.42945901618441e-07
1100011956,7.211823458419531e-07
1100011957,7.842542686375964e-07
1100011958,2.0448219402169343e-06
1100011959,2.2273450213106116e-06
1100011960,7.842542686375964e-07
1100011961,9.917363968270365e-06
1100011962,2.4862163172656437e-06
1100011963,1.8747138028629706e-06
1100011964,7.46029115816782e-07
1100011965,7.842542686375964e-07
1100011966,1.2060962717441726e-06
1100011967,2.3828513349144487e-06
1100011968,3.320962832731311e-06
1100011969,2.4862163172656437e-06
1100011970,1.5730424820503686e-06
1100011971,2.26212500820111e-06
1100011972,3.320962832731311e-06
1100011973,3.4163576856371947e-06
1100011974,2.4862163172656437e-06
1100011975,1.241380687133642e-06
1100011976,2.2273450213106116e-06
1100011977,7.842542686375964e-07
1100011978,2.26212500820111e-06
1100011979,5.444816906674532e-06
1100011980,7.842542686375964e-07
1100011981,2.2273450213106116e-06
1100011982,2.4862163172656437e-06
1100011983,2.2273450213106116e-06
1100011984,2.4862163172656437e-06
1100011985,9.135710570262745e-07
1100011986,2.26212500820111e-06
1100011987,5.4771267059550155e-06
1100011988,1.8705045476963278e-06
1100011989,2.26212500820111e-06
1100011990,7.904203584985225e-07
1100011991,2.26212500820111e-06
1100011992,2.4862163172656437e-06
1100011993,2.2273450213106116e-06
1100011994,6.814616426709108e-07
1100011995,7.842542686375964e-07
1100011996,2.2273450213106116e-06
1100011997,2.4862163172656437e-06
1100011998,3.8033963392081205e-06
1100011999,3.320962832731311e-06
1100012000,6.013304982843692e-07
1100012001,2.4862163172656437e-06
1100012002,5.323082859831629e-06
1100012003,1.0395268645879696e-06
1100012004,2.26212500820111e-06
1100012005,2.2273450213106116e-06
1100012006,2.4862163172656437e-06
1100012007,3.320962832731311e-06
1100012008,7.842542686375964e-07
1100012009,1.9313147276989184e-06
1100012010,2.4862163172656437e-06
1100012011,4.855792212765664e-06
1100012012,2.2273450213106116e-06
1100012013,7.603638323416817e-07
1100012014,1.7713940678731888e-06
1100012015,3.320962832731311e-06
1100012016,2.26212500820111e-06
1100012017,2.26212500820111e-06
1100012018,7.842542686375964e-07
1100012019,3.066419594688341e-06
1100012020,2.2273450213106116e-06
1100012021,4.513858584687114e-07
1100012022,4.513858584687114e-07
1100012023,8.948173331191356e-07
1100012024,2.2273450213106116e-06
1100012025,2.26212500820111e-06
1100012026,2.5501071831968147e-06
1100012027,2.26212500820111e-06
1100012028,2.2273450213106116e-06
1100012029,2.4862163172656437e-06
1100012030,2.4862163172656437e-06
1100012031,2.26212500820111e-06
1100012032,2.4862163172656437e-06
1100012033,2.26212500820111e-06
1100012034,2.1036680664110463e-06
1100012035,1.8987196881425916e-06
1100012036,7.842542686375964e-07
1100012037,2.0995571503590327e-06
1100012038,2.2161514152685413e-06
1100012039,2.26212500820111e-06
1100012040,7.842542686375964e-07
1100012041,3.320962832731311e-06
1100012042,4.930754585075192e-06
1100012043,3.320962832731311e-06
1100012044,3.320962832731311e-06
1100012045,2.26212500820111e-06
1100012046,9.229322586179478e-07
1100012047,1.5730424820503686e-06
1100012048,7.842542686375964e-07
1100012049,2.360930466238642e-06
1100012050,7.842542686375964e-07
1100012051,2.4862163172656437e-06
1100012052,2.26212500820111e-06
1100012053,2.26212500820111e-06
1100012054,3.320962832731311e-06
1100012055,2.4862163172656437e-06
1100012056,7.842542686375964e-07
1100012057,9.229322586179478e-07
1100012058,7.842542686375964e-07
1100012059,7.603638323416817e-07
1100012060,2.2273450213106116e-06
1100012061,2.2273450213106116e-06
1100012062,9.128290230364655e-07
1100012063,2.4862163172656437e-06
1100012064,2.2273450213106116e-06
1100012065,2.5489352992735803e-06
1100012066,7.842542686375964e-07
1100012067,7.842542686375964e-07
1100012068,7.543676616705852e-08
1100012069,5.323082859831629e-06
1100012070,7.842542686375964e-07
1100012071,2.2273450213106116e-06
1100012072,2.2273450213106116e-06
1100012073,1.494082539466035e-06
1100012074,3.320962832731311e-06
1100012075,7.842542686375964e-07
1100012076,2.26212500820111e-06
1100012077,1.3391799029704998e-06
1100012078,7.842542686375964e-07
1100012079,7.842542686375964e-07
1100012080,2.4862163172656437e-06
1100012081,7.842542686375964e-07
1100012082,1.2284295962672331e-06
1100012083,7.842542686375964e-07
1100012084,2.0448219402169343e-06
1100012085,2.150115506083239e-06
1100012086,5.323082859831629e-06
1100012087,3.320962832731311e-06
1100012088,2.2273450213106116e-06
1100012089,7.842542686375964e-07
1100012090,4.785769760928815e-06
1100012091,2.2273450213106116e-06
1100012092,7.095290470715554e-07
1100012093,2.4862163172656437e-06
1100012094,7.46029115816782e-07
1100012095,7.842542686375964e-07
1100012096,2.26212500820111e-06
1100012097,1.5091260365807102e-06
1100012098,2.26212500820111e-06
1100012099,2.568280024206615e-06
1100012100,7.842542686375964e-07
1100012101,7.842542686375964e-07
1100012102,1.5730424820503686e-06
1100012103,1.7884772205434274e-06
1100012104,7.842542686375964e-07
1100012105,2.26212500820111e-06
1100012106,2.4862163172656437e-06
1100012107,2.4862163172656437e-06
1100012108,2.4862163172656437e-06
1100012109,2.26212500820111e-06
1100012110,2.26212500820111e-06
1100012111,3.320962832731311e-06
1100012112,2.2273450213106116e-06
1100012113,7.842542686375964e-07
1100012114,1.3256649253889918e-06
1100012115,2.2273450213106116e-06
1100012116,2.2273450213106116e-06
1100012117,2.568280024206615e-06
1100012118,3.320962832731311e-06
1100012119,2.26212500820111e-06
1100012120,3.320962832731311e-06
1100012121,2.103423184962594e-06
1100012122,2.4862163172656437e-06
1100012123,7.842542686375964e-07
1100012124,3.979675966547802e-06
1100012125,2.5501071831968147e-06
1100012126,5.323082859831629e-06
1100012127,3.320962832731311e-06
1100012128,3.0704970299666456e-07
1100012129,2.5797685339057352e-06
1100012130,2.2273450213106116e-06
1100012131,1.0559846259639016e-06
1100012132,3.320962832731311e-06
1100012133,8.895794962882064e-07
1100012134,2.26212500820111e-06
1100012135,1.527553081359656e-06
1100012136,7.842542686375964e-07
1100012137,1.8987196881425916e-06
1100012138,1.5091260365807102e-06
1100012139,1.4123179425951093e-06
1100012140,7.842542686375964e-07
1100012141,1.5730424820503686e-06
1100012142,8.335375696333358e-07
1100012143,2.3121351659938227e-06
1100012144,2.4862163172656437e-06
1100012145,7.758185347483959e-07
1100012146,3.320962832731311e-06
1100012147,1.109883896788233e-06
1100012148,2.2273450213106116e-06
1100012149,1.1160431313328445e-05
1100012150,2.26212500820111e-06
1100012151,7.842542686375964e-07
1100012152,2.26212500820111e-06
1100012153,2.613363392356405e-07
1100012154,2.0995571503590327e-06
1100012155,3.320962832731311e-06
1100012156,2.4862163172656437e-06
1100012157,1.7721965832606656e-06
1100012158,2.2273450213106116e-06
1100012159,7.842542686375964e-07
1100012160,2.26212500820111e-06
1100012161,2.26212500820111e-06
1100012162,7.842542686375964e-07
1100012163,2.26212500820111e-06
1100012164,2.4862163172656437e-06
1100012165,1.7090852679757518e-06
1100012166,2.26212500820111e-06
1100012167,2.2273450213106116e-06
1100012168,2.26212500820111e-06
1100012169,2.4862163172656437e-06
1100012170,7.512688853239524e-07
1100012171,2.26212500820111e-06
1100012172,2.2273450213106116e-06
1100012173,1.5361489431597874e-06
1100012174,1.559067868583952e-06
1100012175,7.842542686375964e-07
1100012176,3.320962832731311e-06
1100012177,9.989150839828653e-07
1100012178,2.4862163172656437e-06
1100012179,2.9351683679124108e-06
1100012180,2.2273450213106116e-06
1100012181,3.320962832731311e-06
1100012182,7.842542686375964e-07
1100012183,2.4862163172656437e-06
1100012184,2.2273450213106116e-06
1100012185,2.26212500820111e-06
1100012186,2.2273450213106116e-06
1100012187,5.962077466392657e-06
1100012188,3.320962832731311e-06
1100012189,3.507307383188163e-06
1100012190,3.320962832731311e-06
1100012191,2.2273450213106116e-06
1100012192,3.320962832731311e-06
1100012193,7.204825465123577e-07
1100012194,5.36202924195095e-06
1100012195,2.2273450213106116e-06
1100012196,9.133578515729823e-08
1100012197,2.2273450213106116e-06
1100012198,3.320962832731311e-06
1100012199,9.989150839828653e-07
1100012200,3.320962832731311e-06
1100012201,3.320962832731311e-06
1100012202,3.4163576856371947e-06
1100012203,2.3037580376694677e-06
1100012204,2.2273450213106116e-06
1100012205,2.2273450213106116e-06
1100012206,2.2273450213106116e-06
1100012207,1.7721965832606656e-06
1100012208,2.4862163172656437e-06
1100012209,2.4862163172656437e-06
1100012210,1.5730424820503686e-06
1100012211,2.2273450213106116e-06
1100012212,2.2273450213106116e-06
1100012213,2.2161514152685413e-06
1100012214,7.46029115816782e-07
1100012215,4.796768280357355e-06
1100012216,3.320962832731311e-06
1100012217,2.4862163172656437e-06
1100012218,3.320962832731311e-06
1100012219,2.3476006845157826e-06
1100012220,8.598885870014783e-07
1100012221,2.0973698156012688e-06
1100012222,2.26212500820111e-06
1100012223,1.7726714531818288e-06
1100012224,2.4862163172656437e-06
1100012225,3.570647777451086e-06
1100012226,2.0995571503590327e-06
1100012227,3.320962832731311e-06
1100012228,7.842542686375964e-07
1100012229,7.842542686375964e-07
1100012230,1.6894042573767365e-06
1100012231,5.748869170929538e-06
1100012232,1.0459099257786875e-06
1100012233,4.0067943700705655e-06
1100012234,2.9351683679124108e-06
1100012235,1.5361489431597874e-06
1100012236,2.26212500820111e-06
1100012237,1.8705045476963278e-06
1100012238,7.842542686375964e-07
1100012239,2.541097785524471e-07
1100012240,2.4862163172656437e-06
1100012241,5.237091045273701e-07
1100012242,7.842542686375964e-07
1100012243,7.842542686375964e-07
1100012244,2.4862163172656437e-06
1100012245,2.4862163172656437e-06
1100012246,3.1794347705726977e-06
1100012247,2.2273450213106116e-06
1100012248,3.320962832731311e-06
1100012249,2.2273450213106116e-06
1100012250,3.7062350202177186e-06
1100012251,2.26212500820111e-06
1100012252,2.26212500820111e-06
1100012253,1.8987196881425916e-06
1100012254,2.26212500820111e-06
1100012255,3.055222578041139e-06
1100012256,2.0244558527338086e-06
1100012257,7.603638323416817e-07
1100012258,3.4163576856371947e-06
